178.05	-0.312
178.43	-0.312
178.82	-0.312
179.21	-0.155
179.59	0.537
179.98	-0.000
180.36	-0.000
180.75	-0.000
181.14	-0.301
181.52	-0.160
181.91	-0.000
182.29	-0.000
182.68	-0.000
183.07	-0.000
183.45	-0.000
183.84	-0.000
184.22	-0.000
184.61	-0.000
184.99	-0.000
185.38	-0.000
185.77	-0.000
186.15	-0.000
186.54	-0.000
186.92	-0.000
187.31	-0.000
187.69	-0.000
188.08	-0.000
188.46	-0.000
188.85	-0.000
189.23	-0.000
189.62	-0.000
190.00	-0.000
190.39	1.052
190.78	-0.000
191.16	-0.000
191.55	1.357
191.93	-0.000
192.32	-0.000
192.70	-0.000
193.09	-0.000
193.47	-0.000
193.86	1.306
194.24	0.520
194.62	0.374
195.01	0.619
195.39	0.550
195.78	0.359
196.16	0.402
196.55	0.420
196.93	0.690
197.32	0.486
197.70	0.428
198.09	0.462
198.47	0.604
198.86	0.822
199.24	0.683
199.62	-0.000
200.01	0.678
200.39	0.917
200.78	0.837
201.16	0.928
201.55	0.854
201.93	1.236
202.31	-0.000
202.70	-0.000
203.08	-0.000
203.47	-0.000
203.85	-0.000
204.23	-0.000
204.62	-0.000
205.00	-0.000
205.39	-0.000
205.77	-0.000
206.15	-0.000
206.54	-0.000
206.92	-0.000
207.30	-0.000
207.69	0.894
208.07	1.598
208.45	0.912
208.84	0.744
209.22	0.552
209.60	0.718
209.99	0.729
210.37	0.488
210.76	0.385
211.14	0.175
211.52	0.178
211.90	0.238
212.29	0.241
212.67	0.185
213.05	0.207
213.44	0.309
213.82	0.401
214.20	0.171
214.59	0.151
214.97	0.239
215.35	0.171
215.74	0.228
216.12	0.428
216.50	0.414
216.88	0.595
217.27	0.812
217.65	0.660
218.03	0.373
218.41	0.295
218.80	0.258
219.18	0.422
219.56	0.334
219.95	0.344
220.33	0.515
220.71	0.701
221.09	0.380
221.47	0.314
221.86	0.309
222.24	0.367
222.62	0.389
223.00	0.453
223.39	0.641
223.77	0.709
224.15	0.774
224.53	0.719
224.91	0.380
225.30	0.245
225.68	0.238
226.06	0.317
226.44	0.637
226.82	0.843
227.21	0.948
227.59	0.698
227.97	0.632
228.35	0.740
228.73	0.637
229.11	0.822
229.50	0.781
229.88	0.580
230.26	0.567
230.64	0.534
231.02	0.406
231.40	0.296
231.79	0.339
232.17	0.191
232.55	0.111
232.93	0.069
233.31	0.166
233.69	0.102
234.07	0.179
234.45	0.165
234.84	0.076
235.22	0.074
235.60	0.136
235.98	0.042
236.36	-0.067
236.74	0.009
237.12	0.048
237.50	0.138
237.88	0.155
238.26	0.171
238.65	0.260
239.03	0.214
239.41	0.241
239.79	0.252
240.17	0.289
240.55	0.399
240.93	0.479
241.31	0.523
241.69	0.584
242.07	0.488
242.45	0.557
242.83	0.590
243.21	0.554
243.59	0.417
243.97	0.476
244.35	0.443
244.73	0.366
245.11	0.283
245.49	0.250
245.87	0.220
246.25	0.217
246.63	0.236
247.01	0.241
247.39	0.246
247.77	0.170
248.15	0.204
248.53	0.189
248.91	0.138
249.29	0.102
249.67	0.096
250.05	0.107
250.43	0.116
250.81	0.166
251.19	0.228
251.57	0.303
251.95	0.313
252.33	0.407
252.71	0.430
253.09	0.387
253.47	0.301
253.85	0.298
254.23	0.316
254.61	0.327
254.99	0.349
255.37	0.298
255.74	0.351
256.12	0.323
256.50	0.284
256.88	0.405
257.26	0.347
257.64	0.352
258.02	0.396
258.40	0.398
258.78	0.354
259.16	0.267
259.53	0.271
259.91	0.214
260.29	0.149
260.67	0.180
261.05	0.228
261.43	0.296
261.81	0.310
262.19	0.254
262.56	0.250
262.94	0.250
263.32	0.316
263.70	0.296
264.08	0.291
264.46	0.249
264.83	0.171
265.21	0.190
265.59	0.197
265.97	0.146
266.35	0.145
266.73	0.140
267.10	0.183
267.48	0.120
267.86	0.110
268.24	0.108
268.62	0.095
268.99	0.128
269.37	0.137
269.75	0.198
270.13	0.250
270.51	0.213
270.88	0.199
271.26	0.193
271.64	0.214
272.02	0.158
272.39	0.191
272.77	0.239
273.15	0.204
273.53	0.214
273.90	0.285
274.28	0.232
274.66	0.266
275.04	0.225
275.41	0.193
275.79	0.282
276.17	0.395
276.54	0.296
276.92	0.249
277.30	0.190
277.68	0.168
278.05	0.088
278.43	0.061
278.81	0.062
279.18	0.058
279.56	0.037
279.94	0.076
280.32	0.087
280.69	0.094
281.07	0.117
281.45	0.119
281.82	0.107
282.20	0.082
282.58	0.059
282.95	0.045
283.33	0.088
283.71	0.076
284.08	0.072
284.46	0.059
284.83	0.057
285.21	0.060
285.59	0.049
285.96	0.054
286.34	0.064
286.72	0.063
287.09	0.060
287.47	0.062
287.84	0.056
288.22	0.063
288.60	0.063
288.97	0.063
289.35	0.055
289.72	0.051
290.10	0.056
290.48	0.053
290.85	0.054
291.23	0.046
291.60	0.043
291.98	0.038
292.36	0.035
292.73	0.033
293.11	0.029
293.48	0.028
293.86	0.025
294.23	0.022
294.61	0.019
294.98	0.018
295.36	0.016
295.73	0.016
296.11	0.015
296.49	0.012
296.86	0.010
297.24	0.010
297.61	0.009
297.99	0.007
298.36	0.006
298.74	0.005
299.11	0.004
299.49	0.003
299.86	0.002
300.24	0.002
300.61	0.001
300.99	0.001
301.36	0.001
301.74	-0.000
302.11	-0.001
302.48	-0.001
302.86	-0.001
303.23	-0.001
303.61	-0.002
303.98	-0.002
304.36	-0.002
304.73	-0.002
305.11	-0.003
305.48	-0.003
305.86	-0.003
306.23	-0.003
306.60	-0.002
306.98	-0.002
307.35	-0.003
307.73	-0.003
308.10	-0.004
308.47	-0.004
308.85	-0.004
309.22	-0.005
309.60	-0.005
309.97	-0.005
310.34	-0.005
310.72	-0.005
311.09	-0.006
311.47	-0.006
311.84	-0.006
312.21	-0.005
312.59	-0.005
312.96	-0.005
313.33	-0.005
313.71	-0.005
314.08	-0.005
314.46	-0.005
314.83	-0.005
315.20	-0.005
315.58	-0.004
315.95	-0.004
316.32	-0.004
316.70	-0.004
317.07	-0.004
317.44	-0.003
317.81	-0.003
318.19	-0.002
318.56	-0.002
318.93	-0.001
319.31	0.000
319.68	0.000
320.05	-0.000
320.43	0.001
320.80	0.001
321.17	0.001
321.54	0.002
321.92	0.002
322.29	0.003
322.66	0.004
323.04	0.005
323.41	0.005
323.78	0.006
324.15	0.007
324.53	0.009
324.90	0.009
325.27	0.010
325.64	0.010
326.02	0.010
326.39	0.010
326.76	0.011
327.13	0.011
327.50	0.011
327.88	0.012
328.25	0.011
328.62	0.012
328.99	0.014
329.36	0.014
329.74	0.015
330.11	0.015
330.48	0.015
330.85	0.015
331.22	0.016
331.60	0.016
331.97	0.017
332.34	0.018
332.71	0.018
333.08	0.018
333.45	0.018
333.83	0.020
334.20	0.020
334.57	0.020
334.94	0.021
335.31	0.022
335.68	0.023
336.05	0.025
336.43	0.025
336.80	0.025
337.17	0.026
337.54	0.027
337.91	0.027
338.28	0.028
338.65	0.030
339.02	0.031
339.39	0.031
339.77	0.031
340.14	0.032
340.51	0.033
340.88	0.034
341.25	0.036
341.62	0.037
341.99	0.038
342.36	0.039
342.73	0.040
343.10	0.041
343.47	0.041
343.84	0.043
344.21	0.043
344.58	0.044
344.95	0.046
345.32	0.047
345.70	0.048
346.07	0.050
346.44	0.050
346.81	0.051
347.18	0.052
347.55	0.053
347.92	0.054
348.29	0.057
348.66	0.058
349.03	0.058
349.40	0.059
349.77	0.060
350.14	0.061
350.51	0.062
350.88	0.064
351.25	0.065
351.62	0.066
351.98	0.067
352.35	0.068
352.72	0.069
353.09	0.069
353.46	0.071
353.83	0.072
354.20	0.073
354.57	0.075
354.94	0.076
355.31	0.078
355.68	0.080
356.05	0.081
356.42	0.082
356.79	0.084
357.16	0.085
357.53	0.087
357.89	0.087
358.26	0.089
358.63	0.092
359.00	0.093
359.37	0.095
359.74	0.097
360.11	0.098
360.48	0.099
360.85	0.101
361.21	0.101
361.58	0.102
361.95	0.104
362.32	0.104
362.69	0.105
363.06	0.106
363.43	0.107
363.79	0.109
364.16	0.109
364.53	0.111
364.90	0.114
365.27	0.115
365.64	0.117
366.00	0.118
366.37	0.120
366.74	0.121
367.11	0.124
367.48	0.125
367.85	0.127
368.21	0.129
368.58	0.131
368.95	0.132
369.32	0.134
369.68	0.137
370.05	0.140
370.42	0.142
370.79	0.144
371.16	0.145
371.52	0.147
371.89	0.150
372.26	0.151
372.63	0.153
372.99	0.155
373.36	0.157
373.73	0.159
374.10	0.161
374.46	0.162
374.83	0.163
375.20	0.165
375.57	0.166
375.93	0.167
376.30	0.170
376.67	0.172
377.03	0.174
377.40	0.175
377.77	0.176
378.13	0.178
378.50	0.181
378.87	0.183
379.24	0.183
379.60	0.184
379.97	0.186
380.34	0.187
380.70	0.188
381.07	0.190
381.44	0.191
381.80	0.191
382.17	0.193
382.53	0.195
382.90	0.196
383.27	0.197
383.63	0.199
384.00	0.201
384.37	0.202
384.73	0.204
385.10	0.206
